"","BIN","Borough","House","Street.Name","Job.Type","Work.Type","Permit.Status","Filing.Date","Expiration.Date","Job.Start.Date","Lat","Long"
"196",3429084,"BROOKLYN","624","METROPOLITAN AVENUE","NB","","ISSUED","05/31/2022","02/28/2023",2022-06-01,40.714156,-73.948301
"197",3428817,"BROOKLYN","268","BARBEY STREET","NB","","ISSUED","06/02/2022","06/02/2023",2022-06-02,40.676365,-73.888452
"198",3324620,"BROOKLYN","1610","BERGEN ST","DM","","ISSUED","06/02/2022","12/21/2022",2022-06-02,40.674973,-73.929452
"199",4079271,"QUEENS","82-77","116 STREET","NB","","ISSUED","06/02/2022","06/02/2023",2021-12-17,40.707094,-73.836484
"200",4617668,"QUEENS","148-18","HILLSIDE AVE","A2","OT","ISSUED","06/02/2022","09/30/2022",2022-06-02,40.706166,-73.808184
"201",4617668,"QUEENS","148-18","HILLSIDE AVE","A2","OT","ISSUED","06/02/2022","09/30/2022",2022-06-02,40.706166,-73.808184
"202",4536087,"QUEENS","133-26","128 STREET","A2","OT","ISSUED","06/02/2022","11/15/2022",2022-06-02,40.670404,-73.811261
"203",4227778,"QUEENS","89-25","214 STREET","A2","OT","ISSUED","06/02/2022","12/18/2022",2022-06-02,40.724205,-73.749686
"204",4618544,"QUEENS","147-25","94 AVENUE","NB","PL","ISSUED","06/02/2022","06/02/2023",2020-07-07,40.699222,-73.806426
"205",5104468,"STATEN ISLAND","4855","HYLAN BOULEVARD","A1","","ISSUED","06/02/2022","01/19/2023",2021-11-26,40.526708,-74.167895
"206",1083026,"MANHATTAN","2","PENN PLAZA","A2","EQ","ISSUED","06/02/2022","06/02/2023",2021-05-06,40.750017,-73.991345
"207",1011013,"MANHATTAN","246","WEST 12 STREET","A1","","ISSUED","06/02/2022","06/01/2023",2020-01-28,40.737608,-74.002699
"208",1080352,"MANHATTAN","450","11TH AVENUE","NB","","ISSUED","06/02/2022","04/01/2023",2020-07-14,40.757486,-74.000729
"209",3205777,"BROOKLYN","750","E 23RD ST","A2","OT","ISSUED","05/02/2022","04/27/2023",2022-06-02,40.632134,-73.954666
"210",3335129,"BROOKLYN","63","FLUSHING AVENUE","A2","OT","ISSUED","05/18/2022","04/01/2023",2021-03-01,40.69802,-73.974986
"211",4137632,"QUEENS","39-01","CORPORAL STONE STREET","NB","PL","ISSUED","05/24/2022","06/02/2023",2022-06-02,40.765344,-73.770823
"212",3425387,"BROOKLYN","2818","WEST 16 STREET","A2","OT","ISSUED","11/14/2022","10/21/2023",2022-11-14,40.578407,-73.984038
"213",4270151,"QUEENS","172-28","128TH AVENUE","A2","OT","ISSUED","06/03/2022","04/21/2023",2022-06-03,40.679905,-73.771066
"214",1085735,"MANHATTAN","200","PARK AVENUE","A2","PL","ISSUED","08/09/2022","08/09/2023",2020-05-11,40.754162,-73.976557
"215",3131055,"BROOKLYN","1117","EAST 5TH STREET","A1","","ISSUED","06/03/2022","05/06/2023",2021-08-11,40.623702,-73.971772
"216",1041237,"MANHATTAN","20","EAST 68 STREET","A3","EQ","ISSUED","06/03/2022","06/03/2023",2020-05-28,40.769465,-73.967894
"217",4211185,"QUEENS","8253","172ND STREET","A2","OT","ISSUED","06/03/2022","04/21/2023",2022-06-03,40.718257,-73.793791
"218",2089064,"BRONX","11B","EDGEWATER PARK","A2","OT","ISSUED","06/03/2022","10/01/2022",2022-06-03,40.823623,-73.807151
"219",3117258,"BROOKLYN","2700","CHURCH AVE","DM","","RE-ISSUED","05/11/2022","06/02/2023",2022-06-03,40.650669,-73.952304
"220",4208920,"QUEENS","87-85","153 STREET","DM","","ISSUED","05/27/2022","09/07/2022",2022-06-23,40.706654,-73.804222
"221",3231879,"BROOKLYN","1332","EAST 98TH STREET","A2","OT","ISSUED","06/06/2022","04/21/2023",2022-06-06,40.640052,-73.89515
"222",2057045,"BRONX","800","EAST GUN HILL ROAD","A2","PL","ISSUED","11/14/2022","11/14/2023",2021-11-22,40.875953,-73.86197
"223",1031115,"MANHATTAN","315","WEST 78 STREET","A1","PL","ISSUED","08/09/2022","08/09/2023",2020-02-04,40.783806,-73.981981
"224",5166607,"STATEN ISLAND","80","SCARBORO AVENUE","NB","PL","ISSUED","06/06/2022","06/06/2023",2021-05-04,40.613706,-74.062592
"225",4267435,"QUEENS","116-29","166 STREET","A2","OT","ISSUED","06/06/2022","10/01/2022",2022-06-06,40.686229,-73.781061
"226",4290537,"QUEENS","147-44","259TH ST","A2","OT","ISSUED","06/06/2022","10/01/2022",2022-06-06,40.656144,-73.729596
"227",2057045,"BRONX","800","EAST GUN HILL ROAD","A2","PL","ISSUED","11/14/2022","11/14/2023",2021-11-22,40.875953,-73.86197
"228",3047923,"BROOKLYN","31","SUMPTER ST","NB","","ISSUED","06/06/2022","02/02/2023",2022-06-06,40.679299,-73.926174
"229",1036075,"MANHATTAN","601","MADISON AVENUE","A2","OT","ISSUED","06/06/2022","04/01/2023",2021-12-09,40.762563,-73.97215
"230",3047923,"BROOKLYN","31","SUMPTER ST","NB","","ISSUED","06/06/2022","02/02/2023",2022-06-06,40.679299,-73.926174
"231",3047923,"BROOKLYN","31","SUMPTER ST","NB","","ISSUED","06/06/2022","02/02/2023",2022-06-06,40.679299,-73.926174
"232",4618544,"QUEENS","147-25","94 AVENUE","NB","","ISSUED","06/06/2022","06/06/2023",2020-03-12,40.699222,-73.806426
"233",4618544,"QUEENS","147-25","94 AVENUE","NB","","ISSUED","06/06/2022","06/06/2023",2020-07-14,40.699222,-73.806426
"234",4618544,"QUEENS","147-25","94 AVENUE","NB","","ISSUED","06/06/2022","06/06/2023",2020-03-12,40.699222,-73.806426
"235",3063807,"BROOKLYN","54","DUPONT STREET","A1","PL","ISSUED","06/07/2022","06/07/2023",2022-06-07,40.73561,-73.957825
"236",4198662,"QUEENS","101-43","108 STREET","A2","OT","ISSUED","08/09/2022","08/25/2022",2022-08-09,40.686319,-73.834739
"237",4135975,"QUEENS","214-33","35TH AVENUE","A2","OT","ISSUED","03/18/2024","03/18/2025",2022-01-14,40.769536,-73.771148
"238",3429094,"BROOKLYN","170","FREEMAN STREET","NB","","ISSUED","06/07/2022","06/07/2023",2022-05-18,40.734481,-73.954532
"239",3429094,"BROOKLYN","170","FREEMAN STREET","NB","","ISSUED","06/07/2022","06/07/2023",2022-05-18,40.734481,-73.954532
"240",1062504,"MANHATTAN","537","EDGECOMBE AVENUE","A2","OT","ISSUED","06/07/2022","04/25/2023",2022-04-04,40.833142,-73.939363
"241",4623202,"QUEENS","35-15","19TH AVE","A3","EQ","ISSUED","06/07/2022","06/07/2023",2022-06-07,40.780124,-73.902028
"242",1035721,"MANHATTAN","665","5 AVENUE","DM","EQ","ISSUED","06/07/2022","06/07/2023",2022-06-07,40.760184,-73.975548
"243",1035721,"MANHATTAN","665","5 AVENUE","DM","","ISSUED","06/07/2022","01/12/2023",2022-06-07,40.760184,-73.975548
"244",1001005,"MANHATTAN","48","WALL STREET","A2","OT","ISSUED","06/07/2022","05/21/2023",2020-10-21,40.706331,-74.009396
"245",4617668,"QUEENS","148-18","HILLSIDE AVE","NB","EQ","ISSUED","06/07/2022","06/07/2023",2022-06-07,40.706166,-73.808184
"246",4135732,"QUEENS","34-07","CORPORAL  KENNEDY STREET","DM","","ISSUED","06/07/2022","03/23/2023",2022-06-07,40.769029,-73.778879
"247",4560984,"QUEENS","104-22 REAR","CORONA AVE","DM","","ISSUED","06/07/2022","09/24/2022",2022-06-28,40.743965,-73.85796
"248",1045212,"MANHATTAN","1487","1 AVENUE","DM","EQ","ISSUED","06/07/2022","06/07/2023",2022-06-07,40.771378,-73.953405
"249",1045212,"MANHATTAN","1487","1 AVENUE","DM","EQ","ISSUED","06/07/2022","06/07/2023",2022-06-07,40.771378,-73.953405
"250",4618544,"QUEENS","147-25","94 AVENUE","NB","","RE-ISSUED","06/10/2021","06/07/2023",2022-06-06,40.699222,-73.806426
"251",1000877,"MANHATTAN","88","WALL STREET","A3","OT","ISSUED","08/09/2022","08/09/2023",2022-02-22,40.705286,-74.007534
"252",3428908,"BROOKLYN","4622","FORT HAMILTON PARKWAY","NB","","ISSUED","06/06/2022","08/26/2022",2022-06-07,40.639669,-73.995737
"253",4063042,"QUEENS","5746","75TH STREET","A2","OT","ISSUED","11/14/2022","04/21/2023",2022-11-14,40.726965,-73.886167
"254",1028714,"MANHATTAN","145","CENTRAL PARK WEST","A3","EQ","ISSUED","08/09/2022","08/09/2023",2020-08-06,40.777819,-73.974801
"255",1005188,"MANHATTAN","533","EAST 11TH STREET","A1","","ISSUED","08/09/2022","03/01/2023",2021-11-24,40.728085,-73.980907
"256",3055876,"BROOKLYN","62","GREENE AVE","A1","","ISSUED","06/08/2022","06/15/2023",2021-07-14,40.686219,-73.970015
"257",2100247,"BRONX","160","HALL OF FAME TERRACE","A2","PL","ISSUED","06/08/2022","06/08/2023",2022-06-08,40.858971,-73.91147
"258",4145738,"QUEENS","150-01","COOLIDGE AVE","A2","OT","ISSUED","06/08/2022","10/01/2022",2022-06-08,40.715013,-73.809825
"259",4234775,"QUEENS","111-26","203 ST","A2","OT","ISSUED","06/08/2022","10/01/2022",2022-06-08,40.704309,-73.753627
"260",1033691,"MANHATTAN","720","WEST END AVENUE","A2","OT","ISSUED","06/08/2022","03/17/2023",2020-01-08,40.794723,-73.973581
"261",3428817,"BROOKLYN","268","BARBEY STREET","NB","PL","ISSUED","06/08/2022","06/08/2023",2022-04-08,40.676365,-73.888452
"262",4017069,"QUEENS","22-50","33 STREET","NB","PL","ISSUED","06/08/2022","06/08/2023",2021-05-19,40.774507,-73.910684
"263",1008467,"MANHATTAN","670","BROADWAY","A2","OT","RE-ISSUED","05/21/2019","06/08/2023",2022-06-08,40.727299,-73.995183
"264",1008467,"MANHATTAN","670","BROADWAY","A2","MH","RE-ISSUED","05/21/2019","06/08/2023",2022-06-08,40.727299,-73.995183
"265",4135975,"QUEENS","214-33","35TH AVENUE","A2","OT","ISSUED","03/18/2024","03/18/2025",2022-01-14,40.769536,-73.771148
"266",1046667,"MANHATTAN","1076","MADISON AVENUE","A1","","ISSUED","06/09/2022","08/15/2022",2021-06-01,40.777826,-73.961041
"267",3429205,"BROOKLYN","1538","BROOKLYN AVENUE","NB","","ISSUED","08/09/2022","08/09/2023",2021-05-25,40.635598,-73.942154
"268",4289783,"QUEENS","245-59","148 DRIVE","A2","OT","ISSUED","06/09/2022","10/01/2022",2022-06-09,40.653773,-73.737927
"269",2051283,"BRONX","2500","BARKER AVENUE","NB","","ISSUED","06/09/2022","05/16/2023",2020-09-30,40.863569,-73.86936
"270",2051283,"BRONX","2500","BARKER AVENUE","NB","","ISSUED","06/09/2022","05/16/2023",2020-09-30,40.863569,-73.86936
"271",2051283,"BRONX","2500","BARKER AVENUE","NB","","ISSUED","06/09/2022","05/16/2023",2020-09-30,40.863569,-73.86936
"272",3429205,"BROOKLYN","1538","BROOKLYN AVENUE","NB","","ISSUED","08/09/2022","08/09/2023",2021-05-25,40.635598,-73.942154
"273",1083026,"MANHATTAN","2","PENN PLAZA","A1","PL","ISSUED","06/09/2022","06/09/2023",2021-07-02,40.750017,-73.991345
"274",3429205,"BROOKLYN","1538","BROOKLYN AVENUE","NB","","ISSUED","08/09/2022","08/09/2023",2021-05-25,40.635598,-73.942154
"275",2060747,"BRONX","3349","FENTON AVE","A2","OT","IN PROCESS","06/09/2022","",2022-06-09,40.875282,-73.847547
"276",2069863,"BRONX","763","WHITEHALL PLACE","A2","OT","ISSUED","06/09/2022","12/18/2022",2022-06-09,40.895814,-73.853548
"277",3115866,"BROOKLYN","601","PARKSIDE AVENUE","A2","MH","ISSUED","06/10/2024","06/02/2025",2020-02-21,40.656046,-73.953742
"278",1045212,"MANHATTAN","1487","1 AVENUE","DM","","ISSUED","06/08/2022","04/26/2023",2022-06-09,40.771378,-73.953405
"279",2016005,"BRONX","3852","BAILEY AVENUE","A1","","ISSUED","06/10/2022","06/10/2023",2021-06-07,40.885183,-73.896138
"280",1082653,"MANHATTAN","413","GRAND STREET","A2","OT","ISSUED","08/09/2022","12/10/2022",2020-12-16,40.715828,-73.986336
"281",4617668,"QUEENS","148-18","HILLSIDE AVE","NB","","ISSUED","06/10/2022","09/30/2022",2022-06-10,40.706166,-73.808184
"282",2100247,"BRONX","160","HALL OF FAME TERRACE","A2","MH","ISSUED","06/10/2022","03/24/2023",2022-06-10,40.858971,-73.91147
"283",2079699,"BRONX","920","BRINSMADE AVENUE","A2","OT","ISSUED","08/09/2022","04/01/2023",2022-08-09,40.828075,-73.829693
"284",1083026,"MANHATTAN","2","PENN PLAZA","A2","OT","ISSUED","06/10/2022","06/11/2023",2021-05-06,40.750017,-73.991345
"285",3058177,"BROOKLYN","134","VANDERBILT AVENUE","DM","EQ","ISSUED","06/10/2022","06/10/2023",2022-06-10,40.693855,-73.969986
"286",1001021,"MANHATTAN","28","LIBERTY STREET","A2","OT","ISSUED","07/05/2020","09/30/2020",2020-07-05,40.708115,-74.008768
"287",1023724,"MANHATTAN","123","WEST 57TH STREET","DM","","ISSUED","06/13/2022","06/11/2023",2022-03-04,40.764705,-73.978084
"288",4222089,"QUEENS","188-17","91 AVENUE","A2","OT","ISSUED","06/13/2022","10/01/2022",2022-06-13,40.71189,-73.771137
"289",4537043,"QUEENS","503","127TH ST","A2","OT","ISSUED","06/13/2022","10/01/2022",2022-06-13,40.792335,-73.840756
"290",3429047,"BROOKLYN","461","FULTON STREET","NB","","ISSUED","06/13/2022","03/26/2023",2021-04-21,40.691254,-73.986817
"291",4218972,"QUEENS","11036","173RD STREET","A2","OT","ISSUED","06/13/2022","04/21/2023",2022-06-13,40.696221,-73.780257
"292",3421881,"BROOKLYN","8516","AVE J","NB","PL","ISSUED","06/13/2022","06/13/2023",2020-01-30,40.636341,-73.907583
"293",3426085,"BROOKLYN","831","HART STREET","NB","","ISSUED","06/13/2022","02/21/2023",2022-06-13,40.702065,-73.922625
"294",3426085,"BROOKLYN","831","HART STREET","NB","","ISSUED","06/13/2022","02/21/2023",2022-06-13,40.702065,-73.922625
"295",3157466,"BROOKLYN","7000","21 AVE.","A2","PL","ISSUED","06/13/2022","06/13/2023",2020-06-19,40.612273,-73.986713
"296",3329179,"BROOKLYN","1894","CONEY ISLAND AVENUE","DM","EQ","ISSUED","06/13/2022","06/13/2023",2022-06-13,40.611197,-73.962615
"297",3329179,"BROOKLYN","1894","CONEY ISLAND AVENUE","DM","","ISSUED","06/13/2022","11/23/2022",2022-06-13,40.611197,-73.962615
"298",2010077,"BRONX","813","ELSMERE PLACE","NB","","ISSUED","06/10/2022","08/12/2022",2022-05-26,40.843169,-73.88831
"299",4142453,"QUEENS","135-19","78 ROAD","NB","","ISSUED","08/09/2022","01/20/2023",2022-05-02,40.718783,-73.824681
"300",4242453,"QUEENS","22326","114TH AVENUE","A2","OT","ISSUED","06/14/2022","04/21/2023",2022-06-14,40.701751,-73.734013
"301",3157466,"BROOKLYN","7000","21 AVE.","A2","MH","ISSUED","06/14/2022","06/02/2023",2020-06-19,40.612273,-73.986713
"302",4435247,"QUEENS","109-30","160TH STREET","A2","OT","ISSUED","06/14/2022","08/01/2022",2022-06-14,40.693495,-73.791683
"303",4163005,"QUEENS","67-53","212 ST","A2","OT","ISSUED","06/14/2022","10/01/2022",2022-06-14,40.74261,-73.763193
"304",2077789,"BRONX","1006","WILCOX AVENUE","A2","OT","ISSUED","06/14/2022","04/21/2023",2022-06-14,40.834026,-73.81931
"305",3153881,"BROOKLYN","650","86TH STREET","A2","OT","ISSUED","06/14/2022","09/10/2022",2022-06-14,40.618851,-74.021875
"306",1083026,"MANHATTAN","2","PENN PLAZA","A2","OT","ISSUED","06/14/2022","06/11/2023",2021-03-22,40.750017,-73.991345
"307",1083026,"MANHATTAN","2","PENN PLAZA","A2","OT","ISSUED","06/14/2022","06/11/2023",2021-03-19,40.750017,-73.991345
"308",1009430,"MANHATTAN","14","FIFTH AVENUE","DM","EQ","ISSUED","06/14/2022","06/14/2023",2022-06-14,40.732555,-73.996143
"309",2015709,"BRONX","2731","KINGSBRIDGE TERRACE","NB","","ISSUED","06/14/2022","08/18/2022",2022-06-14,40.871757,-73.903506
"310",5171142,"STATEN ISLAND","109","FINGERBOARD RD","NB","","ISSUED","08/09/2022","01/30/2023",2020-11-09,40.607501,-74.066004
"311",1009430,"MANHATTAN","14","FIFTH AVENUE","DM","","ISSUED","06/14/2022","09/20/2022",2022-06-14,40.732555,-73.996143
"312",1091571,"MANHATTAN","172","EAST 122 STREET","NB","","ISSUED","06/14/2022","09/21/2022",2022-06-14,40.802109,-73.938058
"313",5019660,"STATEN ISLAND","20","SUFFOLK AVENUE","A1","","ISSUED","06/14/2022","06/14/2023",2022-06-14,40.605271,-74.128157
"314",5175245,"STATEN ISLAND","839","FATHER CAPODANNO BOULEVARD","NB","","ISSUED","06/14/2022","09/16/2022",2021-04-23,40.575512,-74.083478
"315",1090459,"MANHATTAN","255","WEST 34 STREET","A3","EQ","ISSUED","06/14/2022","06/14/2023",2020-06-17,40.751823,-73.992569
"316",1035347,"MANHATTAN","6","EAST 43RD STREET","A2","OT","ISSUED","06/14/2022","06/29/2023",2020-09-10,40.753979,-73.979997
"317",3428829,"BROOKLYN","46","STOCKHOLM STREET","NB","","ISSUED","06/14/2022","09/22/2022",2020-08-12,40.696204,-73.926003
"318",5174428,"STATEN ISLAND","117","FINGERBOARD RD","NB","","ISSUED","08/09/2022","01/30/2023",2020-11-09,40.607424,-74.066191
"319",4210752,"QUEENS","85-27","168 PL","A2","MH","ISSUED","07/06/2020","01/16/2021",2020-07-06,40.713522,-73.795458
"320",1017224,"MANHATTAN","415","5TH AVE","A3","EQ","ISSUED","06/15/2022","06/15/2023",2022-06-15,40.750603,-73.982972
"321",1022687,"MANHATTAN","711","7 AVENUE","DM","EQ","ISSUED","03/08/2023","03/07/2024",2023-03-08,40.759543,-73.98437
"322",3117258,"BROOKLYN","2700","CHURCH AVE","DM","","ISSUED","06/15/2022","06/02/2023",2022-06-03,40.650669,-73.952304
"323",1083026,"MANHATTAN","2","PENN PLAZA","A2","EQ","ISSUED","06/15/2022","06/15/2023",2021-05-06,40.750017,-73.991345
"324",1083026,"MANHATTAN","2","PENN PLAZA","A2","OT","ISSUED","06/15/2022","06/11/2023",2021-05-06,40.750017,-73.991345
"325",4060077,"QUEENS","59-10","57TH RD","A2","OT","ISSUED","06/15/2022","04/27/2023",2022-06-15,40.722464,-73.90782
"326",2009646,"BRONX","1511","FULTON AVENUE","A2","SD","ISSUED","06/15/2022","06/15/2023",2021-06-11,40.836743,-73.900492
"327",2009646,"BRONX","1511","FULTON AVENUE","A2","SP","ISSUED","06/15/2022","06/15/2023",2021-06-11,40.836743,-73.900492
"328",4623202,"QUEENS","35-15","19TH AVENUE","A2","EQ","ISSUED","06/08/2022","06/15/2023",2022-06-15,40.780124,-73.902028
"329",4556074,"QUEENS","88-28 REAR","43 AVE","DM","","ISSUED","06/14/2022","05/08/2023",2022-04-20,40.742371,-73.877642
"330",3153881,"BROOKLYN","650","86TH STREET","NB","","ISSUED","06/16/2022","04/01/2023",2022-06-16,40.618851,-74.021875
"331",3153881,"BROOKLYN","650","86TH STREET","NB","","ISSUED","06/16/2022","04/01/2023",2022-06-16,40.618851,-74.021875
"332",3153881,"BROOKLYN","650","86TH STREET","NB","PL","ISSUED","06/16/2022","06/16/2023",2022-06-16,40.618851,-74.021875
"333",1008832,"MANHATTAN","1","UNIVERSITY PLACE","A2","OT","ISSUED","06/16/2022","06/29/2023",2021-05-21,40.730785,-73.995486
"334",3392611,"BROOKLYN","630 GAR","AVENUE K","DM","","ISSUED","06/16/2022","06/16/2023",2022-06-16,40.621857,-73.969349
"335",3320833,"BROOKLYN","142","AVENUE O","DM","","ISSUED","04/22/2022","06/16/2023",2022-06-16,40.610682,-73.979647
"336",1015733,"MANHATTAN","262","FIFTH AVENUE","NB","","RE-ISSUED","06/15/2022","06/16/2023",2022-06-16,40.745081,-73.987019
"337",3428829,"BROOKLYN","46","STOCKHOLM STREET","NB","","ISSUED","06/14/2022","09/22/2022",2020-08-15,40.696204,-73.926003
"338",4623971,"QUEENS","31-29","CRESCENT STREET","NB","","ISSUED","06/17/2022","09/24/2022",2022-06-17,40.764934,-73.926923
"339",3076057,"BROOKLYN","1333","BROADWAY","NB","","ISSUED","06/17/2022","12/05/2022",2022-01-13,40.690065,-73.923046
"340",3076057,"BROOKLYN","1333","BROADWAY","NB","","ISSUED","06/18/2022","01/01/2023",2021-07-01,40.690065,-73.923046
"341",3076057,"BROOKLYN","1333","BROADWAY","NB","","ISSUED","06/18/2022","01/01/2023",2021-07-29,40.690065,-73.923046
"342",3426347,"BROOKLYN","689","FRANKLIN AVE","NB","","ISSUED","06/18/2022","12/31/2022",2021-06-28,40.674915,-73.956422
"343",1001027,"MANHATTAN","140","BROADWAY","A2","OT","ISSUED","06/20/2022","04/20/2023",2020-08-24,40.709043,-74.010626
"344",3429327,"BROOKLYN","625","FULTON STREET","NB","","ISSUED","06/20/2022","07/08/2023",2021-03-25,40.688566,-73.980045
"345",3429327,"BROOKLYN","625","FULTON STREET","NB","","ISSUED","06/20/2022","07/08/2023",2020-11-13,40.688566,-73.980045
"346",3179458,"BROOKLYN","1360","OCEAN AVE","A3","OT","ISSUED","06/20/2022","06/22/2023",2020-12-08,40.628998,-73.957024
"347",4105078,"QUEENS","23-19","PARSONS BLVD","NB","PL","ISSUED","06/20/2022","06/20/2023",2021-01-20,40.778178,-73.823874
"348",2012457,"BRONX","2321","BELMONT AVE","A2","SP","ISSUED","06/20/2022","06/20/2023",2021-03-29,40.85329,-73.88684
"349",5005226,"STATEN ISLAND","127","ALASKA STREET","A2","OT","ISSUED","06/21/2022","10/01/2022",2022-06-25,40.636052,-74.120531
"350",2130750,"BRONX","1600","GRAND AVENUE","NB","","ISSUED","06/21/2022","06/21/2023",2022-06-21,40.8465,-73.916612
"351",4436311,"QUEENS","81-03","HAMMELS BLVD","A2","OT","ISSUED","06/21/2022","12/21/2022",2020-02-28,40.589896,-73.807556
"352",4436311,"QUEENS","81-03","HAMMELS BLVD","A2","OT","ISSUED","06/21/2022","12/21/2022",2020-02-28,40.589896,-73.807556
"353",4436311,"QUEENS","81-03","HAMMELS BLVD","A2","OT","ISSUED","06/21/2022","12/21/2022",2020-02-28,40.589896,-73.807556
"354",4436311,"QUEENS","81-03","HAMMELS BLVD","A2","OT","ISSUED","06/21/2022","12/21/2022",2020-03-03,40.589896,-73.807556
"355",1078053,"MANHATTAN","725","FDR DRIVE","A2","PL","ISSUED","06/21/2022","06/21/2023",2020-07-10,40.721318,-73.974812
"356",1052384,"MANHATTAN","232","EAST 103 STREET","A2","PL","ISSUED","06/21/2022","06/21/2023",2020-06-24,40.788952,-73.944538
"357",2129483,"BRONX","2680","MORRIS AVENUE","NB","","ISSUED","06/21/2022","06/29/2022",2022-06-01,40.867472,-73.895959
"358",2129483,"BRONX","2680","MORRIS AVENUE","NB","","ISSUED","06/21/2022","06/29/2022",2022-06-01,40.867472,-73.895959
"359",2129483,"BRONX","2680","MORRIS AVENUE","NB","","ISSUED","06/21/2022","06/29/2022",2022-06-01,40.867472,-73.895959
"360",3117838,"BROOKLYN","2801","TILDEN AVENUE","NB","","ISSUED","06/21/2022","04/01/2023",2021-06-24,40.646825,-73.950919
"361",3117838,"BROOKLYN","2801","TILDEN AVENUE","NB","","ISSUED","06/21/2022","04/01/2023",2021-06-24,40.646825,-73.950919
"362",3117838,"BROOKLYN","2801","TILDEN AVENUE","NB","","ISSUED","06/21/2022","04/01/2023",2021-06-24,40.646825,-73.950919
"363",3221821,"BROOKLYN","8614","AVENUE B","A1","","ISSUED","06/22/2022","06/08/2023",2021-06-16,40.647754,-73.919044
"364",2012457,"BRONX","2321","BELMONT AVE","NB","","ISSUED","06/22/2022","12/24/2022",2020-01-03,40.85329,-73.88684
"365",1090655,"MANHATTAN","401","WEST STREET","A3","EQ","ISSUED","06/22/2022","06/22/2023",2020-12-08,40.733488,-74.01024
"366",1090655,"MANHATTAN","401","WEST STREET","A3","EQ","ISSUED","06/22/2022","06/22/2023",2020-02-04,40.733488,-74.01024
"367",4623877,"QUEENS","148-17 GAR","59 AV","NB","","ISSUED","06/22/2022","06/22/2023",2022-06-22,40.742505,-73.820482
"368",3428543,"BROOKLYN","353","20TH STREET","NB","","ISSUED","06/22/2022","06/27/2023",2021-11-05,40.659703,-73.989162
